name,address,lat,lon,naics,owner_last,owner_firs,owner_midd
UNITY 786 LLC,2023 Lemmon St Baltimore MD 21223,39.285480999999997,-76.648668999999998,"999990",LAWSON,ROBERT,DANNY
M&T BANK CORPORATION,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"522110",WILLIAMS,LISA,KAREN
LABON GEORGE TAPPER,2351 Arunah Ave Baltimore MD 21216,39.295391000000002,-76.654047000000006,"999990",PIERRE,MARY,NULL
REALITY CHECK,2509 W Baltimore St Baltimore MD 21223,39.287567000000003,-76.656631000000004,"531210",CURTIS,CHESTER,NULL
FAISON MARKETING INTERNATIONAL,2579 W Fairmount Ave Baltimore MD 21223,39.288133000000002,-76.658107999999999,"448150",BORUCKI,COLIN,ROBERT
THURSTON INSTRUMENT REPAIRS,1705 Edmondson Ave Baltimore MD 21223 USA,39.295068999999998,-76.644409999999993,"811412",GREEN,SERGIO,NULL
"WHAT IS YOUR MIRACULOUS STORY, LLC",678 Linnard St Baltimore MD 21229,39.294995999999998,-76.676665000000000,"999990",ROTH,ALVIN,JUAN
LINTON INC,745 N Rosedale St Baltimore MD 21216,39.296627999999998,-76.667968000000002,"561990",LEVIN,TIMOTHY,BRYON
YGLESIA CORPORATION,283 N Fulton Ave Baltimore MD 21223,39.291913999999998,-76.645206999999999,"999990",RODGERS,WANDA,NULL
THE IMANI CENTER,1978 W Fairmount Ave Baltimore MD 21223,39.288915000000003,-76.648512999999994,"621111",HULICK,MARISSA,MEGAN
UMBC CAMPUS BOOK STORE,3192 Wilkens Ave Baltimore MD 21223,39.275103999999999,-76.668163000000007,"451211",BATES,TONY,NULL
CLUB CLIMAX,9 S Catherine St Baltimore MD 21223,39.287492000000000,-76.655901000000000,"722410",CHARLES,ARLA,KIMBERLY
TIRE WORLD,3282 Lohrs Ln Baltimore MD 21229,39.284925999999999,-76.672006999999994,"811198",BENEDICTO,AMOS,DENNIS
"SKYLIGHT SERVICES, LLC",337 S Mount St Baltimore MD 21223,39.283957999999998,-76.643326000000002,"541990",BILLINGS,HUMBERTO,ROGER
BROOKLYN PARK FURNITURE CORP,2415 W Franklin St Baltimore MD 21223 USA,39.292802000000002,-76.655310000000000,"442110",SEALE,JENNIFER,NULL
THREE BROTHERS A1 AUTOMATIC & CLUTCH,433 Wellesley St Baltimore MD 21229,39.279986999999998,-76.668015999999994,"811113",ROBERTS,OLGA,NULL
DYNASTY ENTERPRISE,1845 Lemmon St Baltimore MD 21223,39.285544000000002,-76.647171999999998,"561499",THORPE,LEONA,NULL
STEVE'S AUTO WORKS,3542 Frederick Ave Baltimore MD 21229,39.281792000000003,-76.675685000000001,"811121",VILLARREAL,GLADYS,NULL
ESSIEN NIGERIAN FAMILY COMMUNITY DEVELOPMENT CORPORATION,12 Benkert Ave Baltimore MD 21229,39.285094000000001,-76.674813000000000,"561110",PAREDES,JACOB,JOE
THUNDERBIRD FOREST PRODUCTS,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"321918",DIX,CHRISTOPHER,CHRISTOPHER
DREAMS BLESSINGS CHILDCAR,920 N Bentalou St Baltimore MD 21216 USA,39.299106000000002,-76.653729999999996,"999990",CHESTER,CRAIG,NULL
CARVER ALUMNI ASSOCIATION,285 N Monastery Ave Baltimore MD 21229,39.289740000000002,-76.673894000000004,"813410",DAVIES,CARL,DION
WONDER ENTERPRISES,565 N Bentalou St Baltimore MD 21223,39.294516999999999,-76.653056000000007,"424990",MORONTA,ROGER,NULL
NEW UNION BAPTIST CHURCH,1974 Eagle St Baltimore MD 21223,39.281213999999999,-76.647184999999993,"813110",DUNN,ROLAND,NULL
H MOSLEY,568 N Fulton Ave Baltimore MD 21223,39.294783000000002,-76.645765999999995,"561740",PACE,THELMA,NULL
L B S W LLC,2226 W Lexington St Baltimore MD 21223 USA,39.290571999999997,-76.652467999999999,"999990",OLMSTED,DAVID,NULL
C DAY MANAGEMENT SERVICES (NOT INC),505 N Payson St Baltimore MD 21223,39.293928999999999,-76.648787999999996,"999990",WARRINGTON,VIRGINIA,ASHLEY
UNIVERSITY OF MARYLAND,3341 W Baltimore St Baltimore MD 21229,39.285532000000003,-76.672625999999994,"611310",HOWELL,ROOSEVELT,VICTOR
CATONSVILLE MIDDLE SCHOOL,572 N Bentalou St Baltimore MD 21223,39.294573000000000,-76.653488999999993,"611110",FREED,KATHERINE,CONCEPCION
MCCRAY BODY SHOP,1717 Frederick Ave Baltimore MD 21223,39.287635999999999,-76.643908999999994,"453998",KOHAN,MILDRED,LINDSAY
JKMK LLC,1808 W Baltimore St Baltimore MD 21223,39.288437000000002,-76.645516999999998,"999990",FLORES,CEDRIC,EDWARD
FOMUKONGS INSURANCE GROUP AND SERVICES INC,111 S Morley St Baltimore MD 21229,39.284775000000003,-76.675893000000002,"541990",ZEIDERS,ANN,KRYSTAL
J AND C,247 Harmison St Baltimore MD 21223,39.284630000000000,-76.649033000000003,"722513",STAHL,FAYE,GLORIA
WOMEN AFFAIRS OF AL MUMTAHINAH HOME INC,357 S Pulaski St Baltimore MD 21223,39.283285999999997,-76.649591000000001,"561990",PARRISH,PAUL,NULL
PLAYHOUSE,860 N Brice St Baltimore MD 21217,39.298180000000002,-76.650092999999998,"624410",HOLME,WILLIAM,JOHN
STUDIO 61 HAIR SALON,57 S Kossuth St Baltimore MD 21229,39.285930999999998,-76.675595999999999,"812112",MORALES,RYAN,NATHAN
"PREMIER REDEVELOPMENT GROUP, LLC",162 S Bruce St Baltimore MD 21223,39.285424999999996,-76.644498999999996,"561990",PINKHAM,ELLA,CAROLYN
MJ FOOD MARKET,3718 Old Frederick Rd Baltimore MD 21229,39.283777999999998,-76.678228000000004,"445110",WALSTON,WAYNE,KEITH
MARY SUE CANDIES,751 S Caton Ave Baltimore MD 21229,39.276026000000002,-76.670570999999995,"424490",LAWRENCE,JOHN,ALEXANDER
ART STAUB STUDIO,1705 Edmondson Ave Baltimore MD 21223 USA,39.295068999999998,-76.644409999999993,"453998",MATHIS,SETH,MITCHELL
BROOKS ENTERPRISE LLC,157 S Bruce St Baltimore MD 21223,39.285474999999998,-76.644102000000004,"722511",CORDOBA,EVELYN,NULL
ELYSIUM ASSOCIATES,3641 Gelston Dr Baltimore MD 21229,39.296380999999997,-76.677406000000005,"541611",RUSSELL,DANNY,LAWRENCE
THE PRODIGY GROUP INC,1645 W Lombard St Baltimore MD 21223,39.286163999999999,-76.642872999999994,"541611",CHRISTIE,MICHELLE,STELLA
VIP THERAPY SERVICES LLC,2233 Penrose Ave Baltimore MD 21223,39.290948999999998,-76.652079000000001,"541990",SCHEMBRI,BARBARA,TAMMY
"UNITED HOLDINGS CO, INC",991 Millington Ave Baltimore MD 21223,39.278013999999999,-76.655232999999996,"551112",BARTSCH,JAMES,LOUIS
TOLA SERVICES LLC,114 S Monroe St Baltimore MD 21223,39.285812999999997,-76.646963000000000,"623990",SCHULTE,VALERIE,NULL
SEMARJ TOWING INC,2771 Wilkens Ave Baltimore MD 21223,39.276155000000003,-76.660467999999995,"811198",ANGE,ARTHUR,DONALD
A X ENGINEERS,1618 Lemmon St Baltimore MD 21223,39.285901000000003,-76.642466999999996,"236220",MAULT,REBECCA,LISA
LARRY H BANK DDS,141 Ackworth St Baltimore MD 21223,39.285319000000001,-76.650349000000006,"621210",LEDGERWOOD,DARIUS,NULL
MALIK SALAAN CONTRACTORS,2107 W Mulberry St Baltimore MD 21223,39.292639000000001,-76.650927999999993,"238990",MANUEL,DAVID,NULL
J.T. CONNECTED LLC,936 N Fulton Ave Baltimore MD 21217,39.299171999999999,-76.646052999999995,"999990",DEWHIRST,PEGGY,JESSICA
ACE HAULING LLC,1018 N Rosedale St Baltimore MD 21216,39.299518999999997,-76.668154999999999,"484110",RUEGER,STEVEN,SHAWN
KINGDOM MINISTRIES,2579 Lauretta Ave Baltimore MD 21223,39.293742999999999,-76.658930999999995,"813110",DEASON,CHERRY,LORI
EDMORE PAINT & HARDWARE,574 Doswell Ave Baltimore MD 21223,39.294429999999998,-76.658043000000006,"444130",ZACHARIAH,DONNY,SAMUEL
INTEL SOLUTIONS CONSULTING,3718 Old Frederick Rd Baltimore MD 21229,39.283777999999998,-76.678228000000004,"541690",GOYER,CARLOS,NULL
SCHULZE PROPERTIES L.L.C.,3081 Stafford St Baltimore MD 21223,39.279099000000002,-76.667985999999999,"531312",BOYCE,LORRAINE,NONA
FLAT ROCK BAPTIST CHURCH,370 N Mount St Baltimore MD 21223,39.292737000000002,-76.644219000000007,"813110",BESWICK,KATHRYN,NULL
ROSIES BAR,2312 Ashton St Baltimore MD 21223,39.281520999999998,-76.652730000000005,"722410",PRINCE,MARIA,NULL
7-ELEVEN,3352 W Baltimore St Baltimore MD 21229,39.286012999999997,-76.672746000000004,"445120",JONES,JENNIFER,NULL
WARWICK TIRE SERVICES,11 N Warwick Ave Baltimore MD 21223,39.288105999999999,-76.655405000000002,"441320",SMITH,DIANNA,NULL
TINY ANGELS,862 Appleton St Baltimore MD 21217,39.298259000000002,-76.648546999999994,"624410",DUENAS,LORI,JENE
DAY CLEANING SERVICES,519 Parksley Ave Baltimore MD 21223 USA,39.278385000000000,-76.665431999999996,"561790",SANCHEZ,LADONNA,NULL
CONSOLIDATED FURNITURE SERVICES INC,63 S Franklintown Rd Baltimore MD 21223,39.287250999999998,-76.658496000000000,"238130",HOLTER,MERLE,NULL
ARNSDORF RALPH L 410,2421 Frederick Ave Baltimore MD 21223,39.282389999999999,-76.655287000000001,"999990",ROCHE,CHARLES,JARVIS
BON SCURS HM HEALTHAND HOSPISE,24 N Fulton Ave Baltimore MD 21223 USA,39.288874000000000,-76.645550999999998,"621610",GILL,FRANCESCO,NULL
UNITED CHURCH OF DELIVERENCE,3114 Frederick Ave Baltimore MD 21229,39.280526000000002,-76.668533999999994,"813110",LISAK,CARLENE,VIRGINIA
GOOD PENNY,3209 Kingsley St Baltimore MD 21229,39.278587999999999,-76.670137999999994,"452990",SULLIVAN,JEREMY,ADAM
MCNEELY PAINTING,3086 Harlem Ave Baltimore MD 21216,39.295876000000000,-76.668218999999993,"238320",PRADHAN,JOAN,KAREN
COUNCIL ALLENDALE TENANT,3605 Edmondson Ave Baltimore MD 21229,39.293686999999998,-76.677242000000007,"624190",PEDEN,TONYA,NULL
"YONG, FENG COMPANY",2688 Wilkens Ave Baltimore MD 21223,39.278345000000002,-76.658477000000005,"999990",ELLIS,SARAH,BONITA
MARYLAND PHARMACISTS ASSOCIATION,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"813920",CUMMINS,WILLIE,JAMES
CHERRY HILL TOWING,200 N Warwick Ave Baltimore MD 21223 USA,39.290520999999998,-76.656279999999995,"488410",LEAHY,CORA,LAURIE
Q AND A CONSULTING SERVIC,2556 Arunah Ave Baltimore MD 21216 USA,39.295594999999999,-76.658973000000003,"541990",BURCHETTE,JEFFERY,NULL
"ARCTIC REFRIGERATION, INC.",1094 S Dukeland St Baltimore MD 21223,39.274644000000002,-76.662025999999997,"493110",BROWN,SHARRON,NULL
HAIR STYLES BY TONI,643 Appleton St Baltimore MD 21217,39.295661000000003,-76.648014000000003,"812112",PETRO,ROOSEVELT,LARRY
J & J'S BAR & LIQUOR,1811 Ramsay St Baltimore MD 21223 USA,39.283031000000001,-76.645244000000005,"445310",BELL,ANDRE,PETER
TRIDENT SECURITY TRAINING LLC,772 N Payson St Baltimore MD 21217,39.297324000000003,-76.649366000000001,"561612",WHITE,JENNIFER,NULL
CHARM CITY CHURCH,2009 Frederick Ave Baltimore MD 21223,39.286000000000001,-76.648820999999998,"813110",BUCKELEW,ISABELL,NULL
BENJAMIN F SENKUS PAINTING,220 S Vincent St Baltimore MD 21223,39.284753000000002,-76.643005000000002,"238320",MCGRAW,STUART,NULL
FOXGLOVE EVENTS,289 N Franklintown Rd Baltimore MD 21223,39.290756999999999,-76.660432999999998,"541410",DOMBROSKI,MARY,STEPHNIE
"CORDLE JR, ARVIL",3211 Strickland St Baltimore MD 21229,39.277450000000002,-76.670122000000006,"561499",NIX,ROBERT,NULL
WAYLAND VLG SENIOR APARTMENTS,24 N Fulton Ave Baltimore MD 21223 USA,39.288874000000000,-76.645550999999998,"531210",CAHILL,JOHN,STANLEY
CD FELLOWS HOUSING LLC,143 Wheeler Ave Baltimore MD 21223,39.289682999999997,-76.654256000000004,"999990",GRECO,BRIGITTE,KATHY
THE PEOPLE PROGRAM INC,24 N Fulton Ave Baltimore MD 21223 USA,39.288874000000000,-76.645550999999998,"999990",MOENCH,CAROL,NULL
BERNICE LATOU ATTY,1726 Boyd St Baltimore MD 21223,39.286909999999999,-76.643900000000002,"541110",SHOWERS,MICHAEL,NULL
UNDERGROUND NAIL QUEENZ. LLC,2568 W Lanvale St Baltimore MD 21216,39.297072999999997,-76.657515000000004,"812113",SCHULZ,BRIAN,NULL
WILKENS AVE MENNONITE CHURCH,377 S Mount St Baltimore MD 21223,39.283495000000002,-76.643322999999995,"813110",ALTHAUS,SHERELL,NULL
COASTLINE TOURS,105 S Franklintown Rd Baltimore MD 21223,39.286292000000003,-76.658223000000007,"485510",NELMS,ROSE,NULL
"ALB ENTERPRISES, LLC",2935 Benson Ave Baltimore MD 21223,39.274746999999998,-76.663940999999994,"453998",MASTERMAN,ROBERT,NULL
HAMILTON ASSOCIATES LLC,176 N Kossuth St Baltimore MD 21229,39.288806000000001,-76.672723000000005,"999990",GONZALEZ,ALFRED,NULL
YASIN INC,2023 Lemmon St Baltimore MD 21223,39.285480999999997,-76.648668999999998,"445110",FRANCA,MARC,WILLIAM
FOOD DEPOT,2421 Frederick Ave Baltimore MD 21223,39.282389999999999,-76.655287000000001,"445120",BODKINS,MELVA,EVANGELINA
GRUNER'S LIQUOR & FOOR MARKET,125 N Monastery Ave Baltimore MD 21229,39.288238999999997,-76.675810999999996,"445310",PARSONS,MICHAEL,NULL
M & M TIRE DISTRIBUTORS LLC,2125 W Pratt St Baltimore MD 21223 USA,39.284714999999998,-76.650896000000003,"441320",BLANKENSHIP,NICOLE,PAMELA
"CEDAR PROPERTIES, LLC",2417 W Lanvale St Baltimore MD 21216 USA,39.296760999999996,-76.655705999999995,"531312",GITTINS,HOLLY,ALICE
"A NU YOU SALON & SPA, LLC",238 Harmison St Baltimore MD 21223,39.284689999999998,-76.649315000000001,"713940",PERKINS,JONATHON,NULL
SIMBO SMART FOOD LLC,220 S Pulaski St Baltimore MD 21223,39.284812000000002,-76.650026999999994,"445110",CUSTER,GEORGE,NULL
CORNISH CONTRACTORS,122 Allendale St Baltimore MD 21229,39.289966000000000,-76.678405999999995,"236115",HUNTER,MARY,NULL
RICE & NOODLE CORPORATION,428 S Addison St Baltimore MD 21223,39.282485999999999,-76.646013999999994,"311824",DIXON,JUSTIN,NULL
PIZZA KINGS,1905 Dover St Baltimore MD 21223,39.284590000000001,-76.646872000000002,"722513",RIZER,ELIZABETH,IRENE
TRAVEL SAVVY,934 N Warwick Ave Baltimore MD 21216,39.298766999999998,-76.656875999999997,"561510",WELCH,DAVID,NULL
YUMMY'S CARRYOUT,2835 Edmondson Ave Baltimore MD 21223,39.294088000000002,-76.663843000000000,"722511",WRIGHT,GREGORY,NULL
DIMENSIONAL RIFTS PRODUCTIONS,772 N Grantley St Baltimore MD 21229,39.297033999999996,-76.675923999999995,"512120",APRIL,RUBI,NULL
CHRISTIAN DAY CARE CENTER,3113 Phelps Ln Baltimore MD 21229,39.287993999999998,-76.669939999999997,"624410",KISER,AMANDA,VERONICA
"UNITED IRON & METAL, LLC",909 Millington Ave Baltimore MD 21223,39.277073999999999,-76.655576999999994,"423830",RANUM,SHAWN,NULL
5 STAR HOME & CONSTRUCTION SERVICES LLC,544 Denison St Baltimore MD 21229,39.293318999999997,-76.674301999999997,"236115",VANCE,BLAKE,NULL
"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY",3192 Wilkens Ave Baltimore MD 21223,39.275103999999999,-76.668163000000007,"611310",SHUMATE,JOHNNY,JOHN
ALL SHAPES AUTO BODY & REPAIR LLC,3337 Frederick Ave Baltimore MD 21229,39.280624000000003,-76.673063999999997,"811412",MARTIN,DEBORAH,NULL
RENT-A-CENTER,2421 Frederick Ave Baltimore MD 21223,39.282389999999999,-76.655287000000001,"532210",SCHWARTZ,RICHARD,NULL
NEW BETHEL BIBLE CHURCH,705 Poplar Grove St Baltimore MD 21216,39.295833000000002,-76.664681999999999,"813110",BURGESS,SHERIE,ERIN
H. ALEXANDER ENTERPRISE LLC,8 S Payson St Baltimore MD 21223,39.287574999999997,-76.648841000000004,"561499",PARKER,ROSALIE,BETTY
ARTIS PROPERTY ACQUSTION LLC,15 N Bernice Ave Baltimore MD 21229 USA,39.286414999999998,-76.669539000000000,"523910",SHANNON,CARA,FELICIA
CONNIE KITCHEN,1842 Harlem Ave Baltimore MD 21217,39.296565999999999,-76.646749999999997,"999990",NORTH,BETTY,RENA
NEW COLUMBIA CONSTRUCTION,633 N Bentalou St Baltimore MD 21216,39.296174999999998,-76.652912000000001,"236115",FIRESTONE,NANCY,NULL
VERNON YELLOWBY,1802 W Franklin St Baltimore MD 21223 USA,39.294021999999998,-76.646049000000005,"999990",HURD,ERIC,NULL
B AND S FOOD MARKET,859 McKean Ave Baltimore MD 21217,39.298293999999999,-76.646563999999998,"445110",SEXTON,HEATHER,DONNA
ALPHA CONSTRUCTION AND ENGINEERING CORPORATION,1000 S Monroe St Baltimore MD 21230,39.276094000000001,-76.644609000000003,"541330",WELCH,RICKY,ANTHONY
JAMES A CHRISTIAN,715 Braddish Ave Baltimore MD 21216,39.295577000000002,-76.659291999999994,"999990",ISOM,EUNICE,NULL
"GREEN, MAKEBA",3619 W Lexington St Baltimore MD 21229,39.290075999999999,-76.677448999999996,"923110",REMY,LINDA,BERNADETTE
HENSON PROPERTY MANAGEMENT,408 S Pulaski St Baltimore MD 21223,39.282747999999998,-76.649963000000000,"561110",JONES,MIRIAN,CAROL
W W AUTO BODY,362 S Dukeland St Baltimore MD 21223,39.280234000000000,-76.662655000000001,"811121",DIAZ,HAYWOOD,NULL
"PRICE BUSTERS OF BALTIMORE, INC.",289 N Franklintown Rd Baltimore MD 21223,39.290756999999999,-76.660432999999998,"442110",LOVETT,BARBARA,NULL
LRMR CO INC,306 S Franklintown Rd Baltimore MD 21223,39.283599000000002,-76.657804999999996,"531210",TAYLOR,GREGORY,MARK
OVERFLOW MOBILE NOTARY SERVICE,3409 W Franklin St Baltimore MD 21229,39.292596000000003,-76.674794000000006,"541120",ARANA,JOSE,NULL
BEST USED APPLIANCES,2150 Edmondson Ave Baltimore MD 21223,39.295662999999998,-76.651396000000005,"443141",EVANS,KYLE,NULL
PERCY W JONES,3219 W Baltimore St Baltimore MD 21229,39.285704000000003,-76.671319999999994,"812111",YOUNG,ROBERT,CARL
"BON SECOURS HEALTH SYSTEM, INC",2230 W Baltimore St Baltimore MD 21223,39.288086999999997,-76.652379999999994,"623312",RYDER,RYAN,NULL
IRIS KUTCH,3065 W Baltimore St Baltimore MD 21229,39.285753000000000,-76.669925000000006,"999990",TRIVETT,ANTONIO,NULL
HILLTON CARRYOUT,3341 W Baltimore St Baltimore MD 21229,39.285532000000003,-76.672625999999994,"722513",ALTAMURA,PATRICIA,SUE
A & E CAR WASH,2912 W Lafayette Ave Baltimore MD 21216,39.298149000000002,-76.665362000000002,"811192",GALLEGOS,DEBORAH,NULL
PLANET AUTO SALES,3008 Wilkens Ave Baltimore MD 21223 USA,39.276085999999999,-76.665654000000004,"812112",JONES,ROSS,NULL
METRO DELI,346 S Payson St Baltimore MD 21223,39.283372999999997,-76.648601999999997,"722513",NICKELL,BARBARA,JAN
CREATIVE CUTS,402 N Franklintown Rd Baltimore MD 21223 USA,39.292842000000000,-76.662471999999994,"812111",HATHORNE,AUGUSTUS,NULL
AMOCO,938 N Monroe St Baltimore MD 21217,39.299126999999999,-76.647740999999996,"447190",BAKER,ROGER,CHARLES
"A B C ROOFERS, INC",283 S Hilton St Baltimore MD 21229,39.281458999999998,-76.671835000000002,"238160",NGUYEN,ELTON,DAVID
"HICKS HOUSING & INVESTMENTS, LLC",63 S Franklintown Rd Baltimore MD 21223,39.287250999999998,-76.658496000000000,"523910",RICHMOND,DAVID,HOWARD
SOLARTEC ENT,112 Allendale St Baltimore MD 21229,39.289614000000000,-76.678387000000001,"561499",RICHTER,MARY,SADYE
TAYS ENTERTAINMENT & MGT AGCY,2310 W Fayette St Baltimore MD 21223,39.289416000000003,-76.653283000000002,"711190",RICHARDS,MARIE,COLLENE
SUPREME HIGHLIGHTS MINISTRIES INC,2031 W Lafayette Ave Baltimore MD 21217,39.298437999999997,-76.650350000000003,"813110",MASSEY,RUTH,MONA
"BROCTON PROPERTIES, LLC",247 Harmison St Baltimore MD 21223,39.284630000000000,-76.649033000000003,"531312",GONZALES,ANNIE,NULL
PETE'S AUTO,2771 Wilkens Ave Baltimore MD 21223,39.276155000000003,-76.660467999999995,"811111",SCHAEFER,ROGER,NULL
PENTECOSTAL UNITED HOLY CHURCH,128 S Fulton Ave Baltimore MD 21223,39.285939999999997,-76.645335000000003,"813110",JONES,LAWRENCE,NULL
INTERNATIONAL NUTRITION INC,1713 Edmondson Ave Baltimore MD 21223,39.295076999999999,-76.644632999999999,"446191",LOPEZ,GLORIA,NULL
WOMEN AFFAIRS OF AMH INC,357 S Pulaski St Baltimore MD 21223,39.283285999999997,-76.649591000000001,"999990",SIMONS,JOSE,RAUL
ROSEDALE GROCERY,2507 Edmondson Ave Baltimore MD 21223 USA,39.294483000000000,-76.656574000000006,"445110",RUMPF,ROBERT,NULL
GAMESTOP,2421 Frederick Ave Baltimore MD 21223,39.282389999999999,-76.655287000000001,"451120",KUBICEK,SANDY,MARIA
"ABRAHAM, INC.",1811 Ramsay St Baltimore MD 21223 USA,39.283031000000001,-76.645244000000005,"999990",STEURER,SCOTT,NULL
SAINT BERNARDINE'S SUNDAY SCHO,633 Mt Holly St Baltimore MD 21229,39.294339999999998,-76.679585000000003,"624110",CAIN,MARION,DEBBIE
KIM S GROCERY STORE,402 S Payson St Baltimore MD 21223 USA,39.282615000000000,-76.648523999999995,"445110",LEWIS,LUCILLE,LORRAINE
BJSE INC,2835 Edmondson Ave Baltimore MD 21223,39.294088000000002,-76.663843000000000,"999990",DON,JONATHAN,HOMER
"COOMBS, LORIAN",1562 W Baltimore St Baltimore MD 21223,39.288659000000003,-76.641869999999997,"445120",CAIN,FRANCISCA,NULL
DONALD D DWYNN,2678 Lehman St Baltimore MD 21223,39.280512999999999,-76.658401999999995,"811111",THORNTON,JAMES,NULL
CITY WIDE APPLIANCE & RFRGN,219 Ackworth St Baltimore MD 21223,39.284830999999997,-76.650409999999994,"811412",CASTAGNA,AMELIA,TERRI
A P PARKS CUSTOM CARPENTRY,910 Wilmington Ave Baltimore MD 21223,39.274932000000000,-76.667030999999994,"238130",PAREKH,RICHARD,NULL
TOM'S CABINET,2192 Boyd St Baltimore MD 21223,39.286530999999997,-76.651455999999996,"238350",VELASQUEZ,APRIL,MARY
SILOAM FREEWILL BAPTIST CHURCH,1782 W Franklin St Baltimore MD 21223,39.294032000000001,-76.645241999999996,"813110",POTTS,PAUL,DARWIN
FREEMAN COMPUTER SOLUTION,2331 W Mosher St Baltimore MD 21216,39.299486000000002,-76.653780999999995,"443142",HERNANDEZ,LOIS,KRISTEN
WESTSIDE CLEANERS,2421 Frederick Ave Baltimore MD 21223,39.282389999999999,-76.655287000000001,"812320",MORGAN,MICHAEL,NULL
"WARWICK AVENUE PARTNERSHIP, LLP",141 Landwehr Ln Baltimore MD 21223,39.285212000000001,-76.653293000000005,"531312",MORAN,EDWARD,NULL
GREEN'S ACE HARDWARE,882 N Monroe St Baltimore MD 21217,39.298527000000000,-76.647688000000002,"444130",KOSIK,DARRYL,MIKE
BENTALOU FOOD & MEAT MARKET,1008 N Bentalou St Baltimore MD 21216,39.299889000000000,-76.653782000000007,"445110",CLONCH,KENNETH,TIMOTHY
THE H M ROWE CO INC,1579 Edmondson Ave Baltimore MD 21223,39.295124000000001,-76.642450999999994,"511130",SILL,LEANNE,ELIZABETH
SPIRITS & MORE,1985 W Saratoga St Baltimore MD 21223,39.291842000000003,-76.648625999999993,"445310",ROBERTS,ZELMA,CHRISTINE
PITTBULL CUSTOMIZING,3855 W Franklin St Baltimore MD 21229,39.292220999999998,-76.680080000000004,"999990",CALDWELL,RUBY,LUCY
METRO DIRECT,45 N Monastery Ave Baltimore MD 21229,39.287230000000001,-76.677097000000003,"999990",RUBINO,EVANGELINA,JUDITH
JUST FOR YOU,2547 Harlem Ave Baltimore MD 21216,39.295991000000001,-76.657124999999994,"424990",THOMPSON,TIMOTHY,MAJORIE
DEPARTMENT OF SOCIAL SERVICES,3743 W Mulberry St Baltimore MD 21229,39.291567999999998,-76.678781999999998,"923130",HANSEL,ROLAND,NULL
K.A.V. CORP.,331 Furrow St Baltimore MD 21223,39.283709000000002,-76.651768000000004,"624120",MAYHEW,BEATRIZ,NULL
COMMERCIAL ROOFING,3178 Wilkens Ave Baltimore MD 21223,39.275191999999997,-76.667912999999999,"238160",NEMETH,CHARLES,MICHAEL
SONDE'S UNPAC-PACKING SERVICE,2350 Arunah Ave Baltimore MD 21216,39.295765000000003,-76.654070000000004,"561499",FORD,HENRY,NULL
HG INFUSION INC.,1705 Edmondson Ave Baltimore MD 21223 USA,39.295068999999998,-76.644409999999993,"999990",HELMER,KEITH,FRANK
DIRTY 8 ENTERTAINMENT,2470 Calverton Heights Ave Baltimore MD 21216,39.297854000000001,-76.656045000000006,"711510",BROGDEN,ETHEL,SARA
DNR LEGAL SERVICES,3735 Colborne Rd Baltimore MD 21229,39.297781000000001,-76.679070999999993,"541199",GROSSBERG,RICHARD,DAVID
UPTOWN SPORTSMAN CLUB,2249 W Baltimore St Baltimore MD 21223,39.287747000000003,-76.652653000000001,"713940",CALCAGNO,STEPHEN,DONALD
S.A.M. SUPERIOR AUTO MAKE-OVER CAR WASH & DETAILING L.L.C.,1981 Lemmon St Baltimore MD 21223,39.285494999999997,-76.648349999999994,"453998",DEWEY,LEE,NULL
CARROLL PARK GOLF COURSE,2010 Washington Blvd Baltimore MD 21230,39.275537999999997,-76.648312000000004,"561110",STEVERSON,JOHN,VANCE
BILL S ICE CREAM AND HOT DOGS,2941 Stafford St Baltimore MD 21223,39.278846999999999,-76.665869000000001,"453998",AUSTIN,GLADYS,KRISTA
RAW ENTERTAINMENT,1668 Hollins St Baltimore MD 21223,39.287585000000000,-76.643310999999997,"711190",SORKIN,HOLLY,JEANNE
U S FUGITIVE APPREHENSION UNIT LLC (NOT LLC),317 N Gilmor St Baltimore MD 21223,39.292268000000000,-76.642410999999996,"999990",MINGUS,GEORGE,NULL
CHERRY HILL TOWING AND HAULING SERVICE,1849 Frederick Ave Baltimore MD 21223,39.286825999999998,-76.646260999999996,"488410",DEMPSTER,JUDITH,NULL
DAMACH AUTOMOTIVE INC,520 S Addison St Baltimore MD 21223,39.281858000000000,-76.645822999999993,"811111",TEARE,GREGORY,NULL
THE SONS OF HARMONY,907 N Bentalou St Baltimore MD 21216 USA,39.298833000000002,-76.653201999999993,"512240",CLARK,JIMMIE,FRANK
FORTUNE WINDOWS CORPORATION,612 S Caton Ave Baltimore MD 21229,39.277188000000002,-76.671864999999997,"332321",CLOUATRE,MARY,GAIL
"EXQUISITE CATERED EVENTS, INC",1773 W Lexington St Baltimore MD 21223,39.290464999999998,-76.645079999999993,"722320",REITZ,KELLY,WILLIAM
ALEXANDER HAMILTON ELEMENTARY SCHOOL,2952 W Lafayette Ave Baltimore MD 21216,39.298195000000000,-76.666111000000001,"611110",KOETJE,WAYNE,JAMES
